"","V1","V2"
"4 0 010 1 -9",0.12,25
"4 0 010 1 -8",0,34
"4 0 010 1 -7",0.03125,64
"4 0 010 1 -6",0.0677966101694915,118
"4 0 010 1 -5",0.0652173913043478,230
"4 0 010 1 -4",0.148717948717949,390
"4 0 010 1 -3",0.183359013867488,649
"4 0 010 1 -2",0.286315789473684,950
"4 0 010 1 -1",0.393964110929853,1226
"4 0 010 1 0",0.496672716273442,1653
"4 0 010 1 1",0.608818011257036,1066
"4 0 010 1 2",0.739197530864197,648
"4 0 010 1 3",0.818407960199005,402
"4 0 010 1 4",0.87012987012987,231
"4 0 010 1 5",0.927152317880795,151
"4 0 010 1 6",0.966292134831461,89
"4 0 010 1 7",0.954545454545455,44
"4 0 010 1 8",1,20
"4 0 010 1 9",1,12
"4 0 010 1 10",1,9
"5 0 010 1 -10",0,15
"5 0 010 1 -9",0,28
"5 0 010 1 -8",0.0363636363636364,55
"5 0 010 1 -7",0.0227272727272727,88
"5 0 010 1 -6",0.0337837837837838,148
"5 0 010 1 -5",0.0601503759398496,266
"5 0 010 1 -4",0.0990566037735849,424
"5 0 010 1 -3",0.162274618585298,721
"5 0 010 1 -2",0.221761658031088,965
"5 0 010 1 -1",0.344572368421053,1216
"5 0 010 1 0",0.48105548037889,1478
"5 0 010 1 1",0.635761589403974,1057
"5 0 010 1 2",0.773181169757489,701
"5 0 010 1 3",0.848970251716247,437
"5 0 010 1 4",0.899653979238754,289
"5 0 010 1 5",0.944444444444444,162
"5 0 010 1 6",0.962264150943396,106
"5 0 010 1 7",1,61
"5 0 010 1 8",1,38
"5 0 010 1 9",1,21
"5 0 010 1 10",1,12
"6 0 010 1 -10",0,25
"6 0 010 1 -9",0,36
"6 0 010 1 -8",0,65
"6 0 010 1 -7",0.00952380952380952,105
"6 0 010 1 -6",0.0353535353535354,198
"6 0 010 1 -5",0.060126582278481,316
"6 0 010 1 -4",0.101479915433404,473
"6 0 010 1 -3",0.148318042813456,654
"6 0 010 1 -2",0.19212962962963,864
"6 0 010 1 -1",0.30028328611898,1059
"6 0 010 1 0",0.486508585445626,1223
"6 0 010 1 1",0.660041841004184,956
"6 0 010 1 2",0.778085991678225,721
"6 0 010 1 3",0.88412017167382,466
"6 0 010 1 4",0.931880108991826,367
"6 0 010 1 5",0.981566820276498,217
"6 0 010 1 6",0.948051948051948,154
"6 0 010 1 7",1,103
"6 0 010 1 8",0.981818181818182,55
"6 0 010 1 9",1,31
"6 0 010 1 10",1,21
"7 0 010 1 -10",0,34
"7 0 010 1 -9",0,44
"7 0 010 1 -8",0,85
"7 0 010 1 -7",0.0169491525423729,118
"7 0 010 1 -6",0.00515463917525773,194
"7 0 010 1 -5",0.025,320
"7 0 010 1 -4",0.0469043151969981,533
"7 0 010 1 -3",0.0698365527488856,673
"7 0 010 1 -2",0.184269662921348,890
"7 0 010 1 -1",0.285854616895874,1018
"7 0 010 1 0",0.484182776801406,1138
"7 0 010 1 1",0.682314410480349,916
"7 0 010 1 2",0.822152886115445,641
"7 0 010 1 3",0.912579957356077,469
"7 0 010 1 4",0.916666666666667,324
"7 0 010 1 5",0.97887323943662,284
"7 0 010 1 6",0.988950276243094,181
"7 0 010 1 7",1,107
"7 0 010 1 8",1,74
"7 0 010 1 9",1,44
"7 0 010 1 10",1,31
"8 0 010 1 -10",0,42
"8 0 010 1 -9",0,62
"8 0 010 1 -8",0.0120481927710843,83
"8 0 010 1 -7",0,133
"8 0 010 1 -6",0.0050251256281407,199
"8 0 010 1 -5",0.0115273775216138,347
"8 0 010 1 -4",0.017578125,512
"8 0 010 1 -3",0.0524017467248908,687
"8 0 010 1 -2",0.118110236220472,889
"8 0 010 1 -1",0.220994475138122,905
"8 0 010 1 0",0.484388938447814,1121
"8 0 010 1 1",0.736782902137233,889
"8 0 010 1 2",0.860696517412935,603
"8 0 010 1 3",0.95045045045045,444
"8 0 010 1 4",0.983957219251337,374
"8 0 010 1 5",0.98443579766537,257
"8 0 010 1 6",0.995238095238095,210
"8 0 010 1 7",1,133
"8 0 010 1 8",0.989473684210526,95
"8 0 010 1 9",1,74
"8 0 010 1 10",1,41
"9 0 010 1 -10",0,53
"9 0 010 1 -9",0,88
"9 0 010 1 -8",0,107
"9 0 010 1 -7",0,173
"9 0 010 1 -6",0.00833333333333333,240
"9 0 010 1 -5",0.00923076923076923,325
"9 0 010 1 -4",0.0151228733459357,529
"9 0 010 1 -3",0.0212765957446809,705
"9 0 010 1 -2",0.069284064665127,866
"9 0 010 1 -1",0.137787056367432,958
"9 0 010 1 0",0.444866920152091,1052
"9 0 010 1 1",0.81044776119403,670
"9 0 010 1 2",0.932384341637011,562
"9 0 010 1 3",0.979127134724858,527
"9 0 010 1 4",0.993071593533487,433
"9 0 010 1 5",1,317
"9 0 010 1 6",1,212
"9 0 010 1 7",1,162
"9 0 010 1 8",1,117
"9 0 010 1 9",1,77
"9 0 010 1 10",1,40
"1 1 010 1 -10",NA,0
"1 1 010 1 -9",0,1
"1 1 010 1 -8",0,1
"1 1 010 1 -7",0.25,4
"1 1 010 1 -6",0.153846153846154,13
"1 1 010 1 -5",0.268292682926829,41
"1 1 010 1 -4",0.186440677966102,118
"1 1 010 1 -3",0.352490421455939,261
"1 1 010 1 -2",0.419191919191919,594
"1 1 010 1 -1",0.501248959200666,1201
"1 1 010 1 0",0.617146101438304,5284
"1 1 010 1 1",0.727418065547562,1251
"1 1 010 1 2",0.773622047244094,508
"1 1 010 1 3",0.799065420560748,214
"1 1 010 1 4",0.917525773195876,97
"1 1 010 1 5",0.815789473684211,38
"1 1 010 1 6",1,12
"1 1 010 1 7",1,7
"1 1 010 1 8",NA,0
"1 1 010 1 9",NA,0
"1 1 010 1 10",NA,0
"2 1 010 1 -10",0,2
"2 1 010 1 -9",0,1
"2 1 010 1 -8",0,5
"2 1 010 1 -7",0.15,20
"2 1 010 1 -6",0.151515151515152,33
"2 1 010 1 -5",0.136363636363636,66
"2 1 010 1 -4",0.229007633587786,131
"2 1 010 1 -3",0.335820895522388,268
"2 1 010 1 -2",0.352087114337568,551
"2 1 010 1 -1",0.488700564971751,1062
"2 1 010 1 0",0.599191919191919,2475
"2 1 010 1 1",0.713848508033665,1307
"2 1 010 1 2",0.767503302509908,757
"2 1 010 1 3",0.893719806763285,414
"2 1 010 1 4",0.892857142857143,224
"2 1 010 1 5",0.864864864864865,111
"2 1 010 1 6",0.979591836734694,49
"2 1 010 1 7",1,19
"2 1 010 1 8",1,11
"2 1 010 1 9",1,2
"2 1 010 1 10",1,2
"3 1 010 1 -10",0,6
"3 1 010 1 -9",0,6
"3 1 010 1 -8",0.142857142857143,14
"3 1 010 1 -7",0.024390243902439,41
"3 1 010 1 -6",0.106382978723404,94
"3 1 010 1 -5",0.136363636363636,132
"3 1 010 1 -4",0.201438848920863,278
"3 1 010 1 -3",0.265263157894737,475
"3 1 010 1 -2",0.353227771010962,821
"3 1 010 1 -1",0.463378176382661,1338
"3 1 010 1 0",0.61443661971831,2272
"3 1 010 1 1",0.722563053851397,1467
"3 1 010 1 2",0.806414662084765,873
"3 1 010 1 3",0.865064695009242,541
"3 1 010 1 4",0.932515337423313,326
"3 1 010 1 5",0.907608695652174,184
"3 1 010 1 6",0.964285714285714,84
"3 1 010 1 7",0.964285714285714,56
"3 1 010 1 8",1,22
"3 1 010 1 9",1,7
"3 1 010 1 10",1,4
"4 1 010 1 -10",0,14
"4 1 010 1 -9",0.0384615384615385,26
"4 1 010 1 -8",0,29
"4 1 010 1 -7",0.0909090909090909,66
"4 1 010 1 -6",0.0714285714285714,98
"4 1 010 1 -5",0.118226600985222,203
"4 1 010 1 -4",0.187074829931973,294
"4 1 010 1 -3",0.275049115913556,509
"4 1 010 1 -2",0.321243523316062,772
"4 1 010 1 -1",0.459459459459459,1147
"4 1 010 1 0",0.606792945787067,1531
"4 1 010 1 1",0.736394557823129,1176
"4 1 010 1 2",0.80641592920354,904
"4 1 010 1 3",0.885448916408669,646
"4 1 010 1 4",0.941018766756032,373
"4 1 010 1 5",0.979338842975207,242
"4 1 010 1 6",0.972789115646258,147
"4 1 010 1 7",0.988636363636364,88
"4 1 010 1 8",1,44
"4 1 010 1 9",1,31
"4 1 010 1 10",1,9
"5 1 010 1 -10",0,21
"5 1 010 1 -9",0,32
"5 1 010 1 -8",0.03125,64
"5 1 010 1 -7",0.0227272727272727,88
"5 1 010 1 -6",0.0571428571428571,140
"5 1 010 1 -5",0.115207373271889,217
"5 1 010 1 -4",0.10958904109589,365
"5 1 010 1 -3",0.202729044834308,513
"5 1 010 1 -2",0.370322580645161,775
"5 1 010 1 -1",0.48314606741573,1068
"5 1 010 1 0",0.612784717119765,1361
"5 1 010 1 1",0.766886326194399,1214
"5 1 010 1 2",0.867861142217245,893
"5 1 010 1 3",0.925373134328358,670
"5 1 010 1 4",0.954761904761905,420
"5 1 010 1 5",0.969879518072289,332
"5 1 010 1 6",0.965853658536585,205
"5 1 010 1 7",0.9875,80
"5 1 010 1 8",0.984615384615385,65
"5 1 010 1 9",1,40
"5 1 010 1 10",1,13
"6 1 010 1 -10",0,23
"6 1 010 1 -9",0,36
"6 1 010 1 -8",0,66
"6 1 010 1 -7",0.0476190476190476,105
"6 1 010 1 -6",0.041958041958042,143
"6 1 010 1 -5",0.0373134328358209,268
"6 1 010 1 -4",0.0969529085872576,361
"6 1 010 1 -3",0.175619834710744,484
"6 1 010 1 -2",0.319424460431655,695
"6 1 010 1 -1",0.471042471042471,1036
"6 1 010 1 0",0.631223628691983,1185
"6 1 010 1 1",0.795801526717557,1048
"6 1 010 1 2",0.875846501128668,886
"6 1 010 1 3",0.938307030129125,697
"6 1 010 1 4",0.984496124031008,516
"6 1 010 1 5",0.989247311827957,372
"6 1 010 1 6",0.990291262135922,206
"6 1 010 1 7",1,128
"6 1 010 1 8",1,84
"6 1 010 1 9",1,56
"6 1 010 1 10",1,25
"7 1 010 1 -10",0,30
"7 1 010 1 -9",0,41
"7 1 010 1 -8",0,68
"7 1 010 1 -7",0,109
"7 1 010 1 -6",0.0509554140127389,157
"7 1 010 1 -5",0.044280442804428,271
"7 1 010 1 -4",0.0648967551622419,339
"7 1 010 1 -3",0.114893617021277,470
"7 1 010 1 -2",0.238473767885533,629
"7 1 010 1 -1",0.417238001958864,1021
"7 1 010 1 0",0.661858974358974,1248
"7 1 010 1 1",0.845486111111111,1152
"7 1 010 1 2",0.932865731462926,998
"7 1 010 1 3",0.955244755244755,715
"7 1 010 1 4",0.978640776699029,515
"7 1 010 1 5",0.994428969359331,359
"7 1 010 1 6",0.995169082125604,207
"7 1 010 1 7",1,137
"7 1 010 1 8",1,97
"7 1 010 1 9",1,67
"7 1 010 1 10",1,44
"8 1 010 1 -10",0,42
"8 1 010 1 -9",0,66
"8 1 010 1 -8",0,96
"8 1 010 1 -7",0,121
"8 1 010 1 -6",0.0111731843575419,179
"8 1 010 1 -5",0.0338345864661654,266
"8 1 010 1 -4",0.0282051282051282,390
"8 1 010 1 -3",0.0764462809917355,484
"8 1 010 1 -2",0.173835125448029,558
"8 1 010 1 -1",0.354771784232365,964
"8 1 010 1 0",0.699917559769167,1213
"8 1 010 1 1",0.901069518716578,1122
"8 1 010 1 2",0.964856230031949,939
"8 1 010 1 3",0.986013986013986,715
"8 1 010 1 4",0.991243432574431,571
"8 1 010 1 5",1,355
"8 1 010 1 6",1,239
"8 1 010 1 7",1,167
"8 1 010 1 8",1,118
"8 1 010 1 9",1,62
"8 1 010 1 10",1,48
"9 1 010 1 -10",0,43
"9 1 010 1 -9",0,60
"9 1 010 1 -8",0,104
"9 1 010 1 -7",0,154
"9 1 010 1 -6",0,217
"9 1 010 1 -5",0,325
"9 1 010 1 -4",0.0146699266503667,409
"9 1 010 1 -3",0.0416666666666667,504
"9 1 010 1 -2",0.0948905109489051,548
"9 1 010 1 -1",0.282407407407407,864
"9 1 010 1 0",0.719081272084806,1132
"9 1 010 1 1",NA,0
"9 1 010 1 2",NA,0
"9 1 010 1 3",NA,0
"9 1 010 1 4",NA,0
"9 1 010 1 5",NA,0
"9 1 010 1 6",NA,0
"9 1 010 1 7",NA,0
"9 1 010 1 8",NA,0
"9 1 010 1 9",NA,0
"9 1 010 1 10",NA,0
"1 0 010 2 -10",NA,0
"1 0 010 2 -9",0,1
"1 0 010 2 -8",0,2
"1 0 010 2 -7",0,7
"1 0 010 2 -6",0.111111111111111,36
"1 0 010 2 -5",0.152173913043478,92
"1 0 010 2 -4",0.178743961352657,207
"1 0 010 2 -3",0.284274193548387,496
"1 0 010 2 -2",0.363636363636364,1012
"1 0 010 2 -1",0.446976744186046,2150
"1 0 010 2 0",0.563799621928166,6348
"1 0 010 2 1",NA,0
"1 0 010 2 2",NA,0
"1 0 010 2 3",NA,0
"1 0 010 2 4",NA,0
"1 0 010 2 5",NA,0
"1 0 010 2 6",NA,0
"1 0 010 2 7",NA,0
"1 0 010 2 8",NA,0
"1 0 010 2 9",NA,0
"1 0 010 2 10",NA,0
"2 0 010 2 -10",0,4
"2 0 010 2 -9",0,6
"2 0 010 2 -8",0.0833333333333333,12
"2 0 010 2 -7",0.0465116279069767,43
"2 0 010 2 -6",0.03125,96
"2 0 010 2 -5",0.149700598802395,167
"2 0 010 2 -4",0.153631284916201,358
"2 0 010 2 -3",0.219409282700422,711
"2 0 010 2 -2",0.314197051978278,1289
"2 0 010 2 -1",0.428286852589641,2008
"2 0 010 2 0",0.556544968833482,3369
"2 0 010 2 1",0.689189189189189,962
"2 0 010 2 2",0.744979919678715,498
"2 0 010 2 3",0.835294117647059,255
"2 0 010 2 4",0.88,125
"2 0 010 2 5",0.897959183673469,49
"2 0 010 2 6",1,14
"2 0 010 2 7",1,4
"2 0 010 2 8",1,3
"2 0 010 2 9",NA,0
"2 0 010 2 10",1,2
"3 0 010 2 -10",0,8
"3 0 010 2 -9",0.0769230769230769,13
"3 0 010 2 -8",0.0416666666666667,24
"3 0 010 2 -7",0.0410958904109589,73
"3 0 010 2 -6",0.0512820512820513,156
"3 0 010 2 -5",0.101960784313725,255
"3 0 010 2 -4",0.147368421052632,475
"3 0 010 2 -3",0.233681462140992,766
"3 0 010 2 -2",0.296950240770466,1246
"3 0 010 2 -1",0.434968017057569,1876
"3 0 010 2 0",0.556610169491525,2950
"3 0 010 2 1",0.661190965092402,1461
"3 0 010 2 2",0.742705570291777,754
"3 0 010 2 3",0.811627906976744,430
"3 0 010 2 4",0.92896174863388,183
"3 0 010 2 5",0.962616822429907,107
"3 0 010 2 6",0.933333333333333,45
"3 0 010 2 7",1,30
"3 0 010 2 8",0.833333333333333,12
"3 0 010 2 9",1,7
"3 0 010 2 10",1,5
"4 0 010 2 -10",0,21
"4 0 010 2 -9",0.05,40
"4 0 010 2 -8",0.032258064516129,62
"4 0 010 2 -7",0.0380952380952381,105
"4 0 010 2 -6",0.0818181818181818,220
"4 0 010 2 -5",0.0782828282828283,396
"4 0 010 2 -4",0.141065830721003,638
"4 0 010 2 -3",0.208955223880597,938
"4 0 010 2 -2",0.287096774193548,1240
"4 0 010 2 -1",0.429957550030321,1649
"4 0 010 2 0",0.538090128755365,1864
"4 0 010 2 1",0.649876135425268,1211
"4 0 010 2 2",0.772357723577236,738
"4 0 010 2 3",0.853813559322034,472
"4 0 010 2 4",0.904929577464789,284
"4 0 010 2 5",0.915584415584416,154
"4 0 010 2 6",0.96875,96
"4 0 010 2 7",1,42
"4 0 010 2 8",1,20
"4 0 010 2 9",1,13
"4 0 010 2 10",1,8
"5 0 010 2 -10",0,30
"5 0 010 2 -9",0,55
"5 0 010 2 -8",0.0769230769230769,91
"5 0 010 2 -7",0.0335570469798658,149
"5 0 010 2 -6",0.0281124497991968,249
"5 0 010 2 -5",0.0677200902934537,443
"5 0 010 2 -4",0.127177700348432,574
"5 0 010 2 -3",0.183651804670913,942
"5 0 010 2 -2",0.278606965174129,1206
"5 0 010 2 -1",0.386970684039088,1535
"5 0 010 2 0",0.527610716238382,1829
"5 0 010 2 1",0.675238795003674,1361
"5 0 010 2 2",0.804801670146138,958
"5 0 010 2 3",0.868824531516184,587
"5 0 010 2 4",0.910761154855643,381
"5 0 010 2 5",0.974747474747475,198
"5 0 010 2 6",0.955555555555556,135
"5 0 010 2 7",0.98780487804878,82
"5 0 010 2 8",1,48
"5 0 010 2 9",1,23
"5 0 010 2 10",1,14
"6 0 010 2 -10",0,36
"6 0 010 2 -9",0,69
"6 0 010 2 -8",0,95
"6 0 010 2 -7",0.00671140939597315,149
"6 0 010 2 -6",0.0378006872852234,291
"6 0 010 2 -5",0.0511247443762781,489
"6 0 010 2 -4",0.0828571428571429,700
"6 0 010 2 -3",0.128888888888889,900
"6 0 010 2 -2",0.234611953612846,1121
"6 0 010 2 -1",0.370067014147431,1343
"6 0 010 2 0",0.553635709143269,1389
"6 0 010 2 1",0.736413043478261,1104
"6 0 010 2 2",0.837616822429907,856
"6 0 010 2 3",0.927631578947368,608
"6 0 010 2 4",0.955188679245283,424
"6 0 010 2 5",0.967741935483871,279
"6 0 010 2 6",0.977653631284916,179
"6 0 010 2 7",1,91
"6 0 010 2 8",1,56
"6 0 010 2 9",1,40
"6 0 010 2 10",1,21
"7 0 010 2 -10",0,52
"7 0 010 2 -9",0,77
"7 0 010 2 -8",0,115
"7 0 010 2 -7",0,162
"7 0 010 2 -6",0.0168350168350168,297
"7 0 010 2 -5",0.0330188679245283,424
"7 0 010 2 -4",0.0556438791732909,629
"7 0 010 2 -3",0.104705882352941,850
"7 0 010 2 -2",0.209705372616984,1154
"7 0 010 2 -1",0.324259407526021,1249
"7 0 010 2 0",0.56958174904943,1315
"7 0 010 2 1",0.752096924510718,1073
"7 0 010 2 2",0.87515762925599,793
"7 0 010 2 3",0.936860068259386,586
"7 0 010 2 4",0.953161592505855,427
"7 0 010 2 5",0.97910447761194,335
"7 0 010 2 6",0.994949494949495,198
"7 0 010 2 7",1,144
"7 0 010 2 8",1,77
"7 0 010 2 9",1,47
"7 0 010 2 10",1,36
"8 0 010 2 -10",0,64
"8 0 010 2 -9",0,99
"8 0 010 2 -8",0,140
"8 0 010 2 -7",0,235
"8 0 010 2 -6",0.013745704467354,291
"8 0 010 2 -5",0.010752688172043,465
"8 0 010 2 -4",0.0387275242047026,723
"8 0 010 2 -3",0.0575980392156863,816
"8 0 010 2 -2",0.137524557956778,1018
"8 0 010 2 -1",0.251125112511251,1111
"8 0 010 2 0",0.557335581787521,1186
"8 0 010 2 1",0.822709163346614,1004
"8 0 010 2 2",0.915646258503401,735
"8 0 010 2 3",0.968141592920354,565
"8 0 010 2 4",0.988986784140969,454
"8 0 010 2 5",0.993464052287582,306
"8 0 010 2 6",1,237
"8 0 010 2 7",1,168
"8 0 010 2 8",1,113
"8 0 010 2 9",1,71
"8 0 010 2 10",1,55
"9 0 010 2 -10",0,78
"9 0 010 2 -9",0,116
"9 0 010 2 -8",0,148
"9 0 010 2 -7",0.00490196078431373,204
"9 0 010 2 -6",0.00687285223367698,291
"9 0 010 2 -5",0.00477326968973747,419
"9 0 010 2 -4",0.00950871632329636,631
"9 0 010 2 -3",0.0318237454100367,817
"9 0 010 2 -2",0.061965811965812,936
"9 0 010 2 -1",0.175715695952616,1013
"9 0 010 2 0",0.550432276657061,1041
"9 0 010 2 1",0.902810304449649,854
"9 0 010 2 2",0.971533516988062,1089
"9 0 010 2 3",0.987025948103792,1002
"9 0 010 2 4",1,713
"9 0 010 2 5",0.99812734082397,534
"9 0 010 2 6",1,322
"9 0 010 2 7",1,206
"9 0 010 2 8",1,164
"9 0 010 2 9",1,71
"9 0 010 2 10",1,58
"1 1 010 2 -10",0,1
"1 1 010 2 -9",NA,0
"1 1 010 2 -8",0,3
"1 1 010 2 -7",0,1
"1 1 010 2 -6",0.133333333333333,15
"1 1 010 2 -5",0.317073170731707,41
"1 1 010 2 -4",0.141666666666667,120
"1 1 010 2 -3",0.267326732673267,303
"1 1 010 2 -2",0.368421052631579,589
"1 1 010 2 -1",0.453333333333333,1200
"1 1 010 2 0",0.578140553454111,5023
"1 1 010 2 1",0.681890600106213,1883
"1 1 010 2 2",0.75,932
"1 1 010 2 3",0.815730337078652,445
"1 1 010 2 4",0.903765690376569,239
"1 1 010 2 5",0.843373493975904,83
"1 1 010 2 6",0.95,40
"1 1 010 2 7",1,17
"1 1 010 2 8",1,6
"1 1 010 2 9",1,4
"1 1 010 2 10",1,1
"2 1 010 2 -10",0,2
"2 1 010 2 -9",0,4
"2 1 010 2 -8",0.142857142857143,7
"2 1 010 2 -7",0,10
"2 1 010 2 -6",0.0967741935483871,31
"2 1 010 2 -5",0.168539325842697,89
"2 1 010 2 -4",0.194285714285714,175
"2 1 010 2 -3",0.251381215469613,362
"2 1 010 2 -2",0.339488636363636,704
"2 1 010 2 -1",0.450457317073171,1312
"2 1 010 2 0",0.566193463189171,3029
"2 1 010 2 1",0.667703473302229,1929
"2 1 010 2 2",0.75265306122449,1225
"2 1 010 2 3",0.861344537815126,714
"2 1 010 2 4",0.895140664961637,391
"2 1 010 2 5",0.897435897435897,195
"2 1 010 2 6",0.957983193277311,119
"2 1 010 2 7",0.957446808510638,47
"2 1 010 2 8",0.954545454545455,22
"2 1 010 2 9",1,12
"2 1 010 2 10",1,4
"3 1 010 2 -10",0,2
"3 1 010 2 -9",0,9
"3 1 010 2 -8",0.0909090909090909,22
"3 1 010 2 -7",0.0740740740740741,54
"3 1 010 2 -6",0.0891089108910891,101
"3 1 010 2 -5",0.129032258064516,186
"3 1 010 2 -4",0.148514851485149,303
"3 1 010 2 -3",0.246045694200351,569
"3 1 010 2 -2",0.313253012048193,996
"3 1 010 2 -1",0.428387925497752,1557
"3 1 010 2 0",0.58058399696625,2637
"3 1 010 2 1",0.695248498088476,1831
"3 1 010 2 2",0.779495524816924,1229
"3 1 010 2 3",0.834177215189873,790
"3 1 010 2 4",0.911937377690802,511
"3 1 010 2 5",0.912751677852349,298
"3 1 010 2 6",0.972375690607735,181
"3 1 010 2 7",0.971428571428571,105
"3 1 010 2 8",1,42
"3 1 010 2 9",1,23
"3 1 010 2 10",1,6
"4 1 010 2 -10",0,12
"4 1 010 2 -9",0,22
"4 1 010 2 -8",0.03125,32
"4 1 010 2 -7",0.0540540540540541,74
"4 1 010 2 -6",0.0645161290322581,124
"4 1 010 2 -5",0.0670391061452514,179
"4 1 010 2 -4",0.122516556291391,302
"4 1 010 2 -3",0.216666666666667,540
"4 1 010 2 -2",0.322332233223322,909
"4 1 010 2 -1",0.419596110695587,1337
"4 1 010 2 0",0.560368164591229,1847
"4 1 010 2 1",0.700551132884262,1633
"4 1 010 2 2",0.803174603174603,1260
"4 1 010 2 3",0.886438809261301,907
"4 1 010 2 4",0.915682967959528,593
"4 1 010 2 5",0.966321243523316,386
"4 1 010 2 6",0.970588235294118,238
"4 1 010 2 7",0.993103448275862,145
"4 1 010 2 8",0.96969696969697,66
"4 1 010 2 9",1,46
"4 1 010 2 10",1,23
"5 1 010 2 -10",0,21
"5 1 010 2 -9",0,29
"5 1 010 2 -8",0,56
"5 1 010 2 -7",0,74
"5 1 010 2 -6",0.0363636363636364,165
"5 1 010 2 -5",0.0760456273764259,263
"5 1 010 2 -4",0.0772626931567329,453
"5 1 010 2 -3",0.165366614664587,641
"5 1 010 2 -2",0.3125,928
"5 1 010 2 -1",0.44081336238199,1377
"5 1 010 2 0",0.582211819777648,1709
"5 1 010 2 1",0.736345246122724,1483
"5 1 010 2 2",0.825935596170583,1149
"5 1 010 2 3",0.907534246575342,876
"5 1 010 2 4",0.955589586523737,653
"5 1 010 2 5",0.97071129707113,478
"5 1 010 2 6",0.982817869415808,291
"5 1 010 2 7",0.980519480519481,154
"5 1 010 2 8",0.988888888888889,90
"5 1 010 2 9",1,57
"5 1 010 2 10",1,29
"6 1 010 2 -10",0,32
"6 1 010 2 -9",0,47
"6 1 010 2 -8",0.0133333333333333,75
"6 1 010 2 -7",0.024390243902439,123
"6 1 010 2 -6",0.0108108108108108,185
"6 1 010 2 -5",0.0391459074733096,281
"6 1 010 2 -4",0.0646651270207852,433
"6 1 010 2 -3",0.132352941176471,612
"6 1 010 2 -2",0.25626423690205,878
"6 1 010 2 -1",0.381125226860254,1102
"6 1 010 2 0",0.593655589123867,1324
"6 1 010 2 1",0.754032258064516,1240
"6 1 010 2 2",0.854419410745234,1154
"6 1 010 2 3",0.93482905982906,936
"6 1 010 2 4",0.966966966966967,666
"6 1 010 2 5",0.981963927855711,499
"6 1 010 2 6",0.993243243243243,296
"6 1 010 2 7",1,193
"6 1 010 2 8",1,127
"6 1 010 2 9",1,95
"6 1 010 2 10",1,49
"7 1 010 2 -10",0,42
"7 1 010 2 -9",0,48
"7 1 010 2 -8",0,95
"7 1 010 2 -7",0,141
"7 1 010 2 -6",0.0378378378378378,185
"7 1 010 2 -5",0.0323529411764706,340
"7 1 010 2 -4",0.0555555555555556,396
"7 1 010 2 -3",0.0964749536178108,539
"7 1 010 2 -2",0.20125,800
"7 1 010 2 -1",0.334244080145719,1098
"7 1 010 2 0",0.607171964140179,1227
"7 1 010 2 1",0.813438735177866,1265
"7 1 010 2 2",0.911193339500463,1081
"7 1 010 2 3",0.956031567080045,887
"7 1 010 2 4",0.982708933717579,694
"7 1 010 2 5",0.990176817288802,509
"7 1 010 2 6",0.993220338983051,295
"7 1 010 2 7",1,191
"7 1 010 2 8",1,120
"7 1 010 2 9",1,113
"7 1 010 2 10",1,74
"8 1 010 2 -10",0,48
"8 1 010 2 -9",0,84
"8 1 010 2 -8",0,134
"8 1 010 2 -7",0,166
"8 1 010 2 -6",0,245
"8 1 010 2 -5",0.0115606936416185,346
"8 1 010 2 -4",0.0240174672489083,458
"8 1 010 2 -3",0.0533751962323391,637
"8 1 010 2 -2",0.105485232067511,711
"8 1 010 2 -1",0.262575452716298,994
"8 1 010 2 0",0.607272727272727,1100
"8 1 010 2 1",0.888790820829656,1133
"8 1 010 2 2",0.945622119815668,1085
"8 1 010 2 3",0.980984340044743,894
"8 1 010 2 4",0.990384615384615,728
"8 1 010 2 5",0.997762863534676,447
"8 1 010 2 6",1,322
"8 1 010 2 7",1,219
"8 1 010 2 8",1,164
"8 1 010 2 9",1,91
"8 1 010 2 10",1,65
"9 1 010 2 -10",0,71
"9 1 010 2 -9",0,78
"9 1 010 2 -8",0,129
"9 1 010 2 -7",0,217
"9 1 010 2 -6",0.00289855072463768,345
"9 1 010 2 -5",0,505
"9 1 010 2 -4",0.00140252454417952,713
"9 1 010 2 -3",0.0114810562571757,871
"9 1 010 2 -2",0.0395136778115502,987
"9 1 010 2 -1",0.140889830508475,944
"9 1 010 2 0",0.604726100966702,931
"9 1 010 2 1",NA,0
"9 1 010 2 2",NA,0
"9 1 010 2 3",NA,0
"9 1 010 2 4",NA,0
"9 1 010 2 5",NA,0
"9 1 010 2 6",NA,0
"9 1 010 2 7",NA,0
"9 1 010 2 8",NA,0
"9 1 010 2 9",NA,0
"9 1 010 2 10",NA,0
"1 0 001 0 -10",NA,0
"1 0 001 0 -9",NA,0
"1 0 001 0 -8",NA,0
"1 0 001 0 -7",0,1
"1 0 001 0 -6",0.5,2
"1 0 001 0 -5",0.333333333333333,3
"1 0 001 0 -4",0.285714285714286,7
"1 0 001 0 -3",0.1,10
"1 0 001 0 -2",0.21875,32
"1 0 001 0 -1",0.322784810126582,158
"1 0 001 0 0",0.411547911547912,814
"1 0 001 0 1",NA,0
"1 0 001 0 2",NA,0
"1 0 001 0 3",NA,0
"1 0 001 0 4",NA,0
"1 0 001 0 5",NA,0
"1 0 001 0 6",NA,0
"1 0 001 0 7",NA,0
"1 0 001 0 8",NA,0
"1 0 001 0 9",NA,0
"1 0 001 0 10",NA,0
"2 0 001 0 -10",NA,0
"2 0 001 0 -9",NA,0
"2 0 001 0 -8",0,1
